EMP_ID,Overall_satisfaction_level,Satisfaction_over_Last_Evaluation,number_project,avg_montly_hours_in_Ofiice,Number_Of_Years_in_Company,Work_accident,promoted_In_Last_5_year?,Department ,salary,left
E22149,0.61,0.62,3,191,3,0,0,technical,low,0
E22150,0.78,0.87,4,178,3,0,0,technical,medium,0
E22151,0.97,0.77,4,208,2,0,0,technical,medium,0
E22152,0.51,0.76,3,256,2,0,0,technical,medium,0
E22153,0.56,0.71,5,243,3,0,0,technical,medium,0
E22154,0.87,0.55,3,233,3,0,0,technical,medium,0
E22155,0.64,0.78,5,200,3,0,0,technical,medium,0
E22156,0.6,0.85,2,226,2,1,0,technical,medium,0
E22157,0.9,0.76,2,150,2,0,0,technical,medium,0
E22158,0.54,0.62,2,141,2,0,0,technical,medium,0
E22159,0.23,0.8,5,139,3,0,0,support,medium,0
E22160,0.8,0.81,3,199,4,1,0,support,medium,0
E22161,0.23,0.78,4,154,6,1,0,support,medium,0
E22162,0.81,0.51,3,247,2,0,0,support,medium,0
E22163,0.35,0.6,5,239,5,0,0,support,medium,0
E22164,0.67,0.8,4,137,2,0,0,support,medium,0
E22165,0.46,0.6,4,119,5,0,0,support,medium,0
E22166,0.84,0.98,4,134,5,1,0,support,medium,0
E22167,0.92,0.79,3,243,4,0,0,support,medium,0
E22168,0.75,0.93,5,210,3,0,0,support,medium,0
E22169,0.7,0.57,4,265,2,0,0,support,medium,0
E22170,0.7,0.75,4,204,3,0,0,technical,medium,0
E22171,0.9,0.81,6,273,5,0,0,technical,medium,0
E22172,0.8,1,3,177,2,0,0,technical,medium,0
E22173,0.5,0.65,5,285,6,0,0,management,high,0
E22174,0.84,0.72,4,222,2,0,0,IT,low,0
E22175,0.48,0.94,3,185,2,1,0,IT,medium,0
E22176,0.98,0.87,5,151,6,0,0,IT,medium,0
E22177,0.64,0.96,3,109,4,0,0,IT,medium,0
E22178,0.58,0.53,4,192,4,0,0,IT,medium,0
E22179,0.66,0.89,4,139,3,0,0,product_mng,medium,0
E22180,0.76,0.98,4,191,2,0,0,product_mng,medium,0
E22181,0.32,0.42,6,114,3,0,0,product_mng,medium,0
E22182,0.49,0.87,3,212,2,0,0,product_mng,medium,0
E22183,0.81,0.51,3,162,2,0,0,IT,medium,0
E22184,0.42,0.48,5,191,5,0,0,RandD,medium,0
E22185,0.17,0.85,3,234,3,0,0,RandD,low,0
E22186,0.49,0.59,4,265,3,0,0,RandD,low,0
E22187,0.34,0.69,6,283,2,0,0,RandD,low,0
E22188,0.86,0.81,3,232,4,0,0,RandD,low,0
E22189,0.51,0.71,4,208,3,1,0,marketing,low,0
E22190,0.49,0.99,4,258,3,1,0,sales,low,0
E22191,0.49,0.63,3,175,2,0,0,accounting,low,0
E22192,0.51,0.59,3,238,3,0,0,support,high,0
E22193,0.64,0.52,3,166,3,0,0,technical,low,0
E22194,0.62,0.85,4,225,2,0,0,management,high,0
E22195,0.81,0.52,4,221,6,0,0,marketing,high,0
E22196,0.95,0.57,2,263,3,0,0,marketing,low,0
E22197,0.88,0.66,4,218,4,1,0,marketing,low,0
E22198,0.87,0.68,5,236,4,0,0,sales,high,0
E22199,0.73,0.68,5,133,2,0,0,sales,low,0
E22200,0.98,0.73,2,237,3,0,0,sales,medium,0
E22201,0.77,0.48,3,204,6,0,0,sales,high,0
E22202,0.76,0.99,3,166,3,0,0,sales,medium,0
E22203,0.21,0.93,4,189,2,1,0,sales,medium,0
E22204,0.72,0.63,4,251,3,0,0,sales,medium,0
E22205,0.41,0.56,2,121,2,0,0,sales,medium,0
E22206,0.9,0.56,3,149,2,0,0,sales,high,0
E22207,0.96,0.9,5,198,2,0,0,sales,medium,0
E22208,0.61,0.48,4,163,3,0,0,sales,medium,0
E22209,0.6,0.8,4,222,2,0,0,sales,medium,0
E22210,0.5,0.76,2,107,4,0,0,sales,high,0
E22211,0.79,0.61,4,162,2,0,0,sales,medium,0
E22212,0.32,0.69,6,192,3,0,0,sales,high,0
E22213,0.85,0.59,5,236,3,0,0,sales,low,0
E22214,0.9,0.62,5,225,2,0,0,sales,medium,0
E22215,0.74,0.54,4,167,2,0,0,sales,medium,0
E22216,0.21,0.76,6,219,4,1,0,sales,medium,0
E22217,0.91,0.61,3,255,3,0,0,accounting,medium,0
E22218,0.9,0.66,5,137,2,0,0,accounting,low,0
E22219,0.74,0.99,4,193,3,0,0,accounting,low,0
E22220,0.76,0.75,3,239,2,0,0,hr,low,0
E22221,0.45,0.61,5,179,5,0,0,hr,low,0
E22222,0.73,0.63,3,205,2,1,0,hr,low,0
E22223,0.6,0.73,3,140,5,1,0,hr,low,0
E22224,0.8,0.77,5,256,2,0,0,technical,low,0
E22225,0.53,0.7,4,243,3,0,0,technical,low,0
E22226,0.97,0.63,5,163,3,0,0,technical,low,0
E22227,0.64,0.99,3,167,2,0,0,technical,low,0
E22228,0.92,0.59,4,190,5,0,0,technical,high,0
E22229,0.6,0.57,5,145,3,1,0,technical,low,0
E22230,1,0.6,4,265,4,0,0,technical,low,0
E22231,0.69,0.63,4,272,2,0,0,technical,low,0
E22232,0.53,0.45,5,140,5,0,0,technical,low,0
E22233,0.63,0.58,4,236,2,0,0,technical,high,0
E22234,0.57,0.89,4,255,3,1,0,technical,low,0
E22235,0.79,0.45,5,131,6,0,0,support,low,0
E22236,0.68,0.92,4,209,6,0,0,support,low,0
E22237,0.56,0.61,3,250,2,0,0,support,high,0
E22238,0.48,0.51,3,201,2,1,0,support,low,0
E22239,0.59,0.67,4,271,2,0,0,support,medium,0
E22240,0.34,0.76,6,237,5,0,0,support,high,0
E22241,0.98,0.87,3,239,4,0,0,support,medium,0
E22242,0.36,0.45,2,135,3,1,0,support,high,0
E22243,0.6,0.58,2,182,2,0,0,support,medium,0
E22244,0.24,0.54,6,193,4,0,0,support,medium,0
E22245,0.67,0.72,4,192,3,1,0,support,medium,0
E22246,0.17,0.6,5,144,6,0,0,technical,medium,0
E22247,0.57,0.58,3,251,3,0,0,technical,medium,0
E22248,0.7,0.85,3,161,2,0,0,technical,medium,0
E22249,0.73,0.62,3,171,3,0,0,management,medium,0
E22250,0.61,0.86,4,153,5,0,0,IT,medium,0
E22251,0.95,0.96,4,161,2,0,0,IT,high,0
E22252,0.85,0.55,3,226,4,0,0,IT,low,0
E22253,0.72,0.9,3,193,3,0,0,IT,medium,0
E22254,0.84,0.66,4,204,3,0,0,IT,medium,0
E22255,0.57,0.47,2,158,2,0,0,product_mng,medium,0
E22256,0.69,0.69,3,236,4,0,0,product_mng,medium,0
E22257,0.57,0.68,4,191,3,0,0,product_mng,medium,0
E22258,0.52,0.59,6,104,4,0,0,product_mng,medium,0
E22259,0.56,0.55,3,245,2,0,0,IT,medium,0
E22260,0.75,0.74,3,186,3,1,0,RandD,medium,0
E22261,0.98,0.75,5,168,4,1,0,RandD,medium,0
E22262,0.48,0.55,4,262,3,1,0,RandD,high,0
E22263,0.35,0.67,2,116,3,0,0,RandD,low,0
E22264,0.66,0.93,4,187,2,0,0,RandD,low,0
E22265,0.79,0.9,5,184,3,0,0,marketing,low,0
E22266,0.86,0.53,4,155,3,0,0,marketing,high,0
E22267,0.88,1,5,190,2,0,0,sales,low,0
E22268,0.83,0.64,3,242,3,0,0,accounting,low,0
E22269,0.8,0.64,5,204,2,0,0,support,low,0
E22270,0.64,0.69,4,232,3,0,0,technical,high,0
E22271,0.72,0.59,4,245,2,0,0,management,low,0
E22272,0.67,0.61,3,251,2,0,0,marketing,low,0
E22273,0.75,0.7,4,179,2,0,0,marketing,low,0
E22274,0.65,0.95,4,153,2,0,0,marketing,low,0
E22275,0.98,0.98,5,210,6,0,0,sales,low,0
E22276,0.68,0.8,2,257,2,1,0,sales,low,0
E22277,0.52,0.37,3,137,4,0,0,sales,low,0
E22278,0.68,0.93,4,179,2,0,0,sales,medium,0
E22279,0.92,0.74,4,213,3,0,0,sales,medium,0
E22280,0.86,0.79,3,106,6,1,0,sales,medium,0
E22281,0.5,0.99,4,272,2,0,0,sales,medium,0
E22282,0.35,0.37,4,153,2,0,0,sales,medium,0
E22283,0.76,0.97,5,172,3,0,0,sales,medium,0
E22284,0.66,0.95,4,224,2,0,0,sales,medium,0
E22285,0.58,0.71,3,230,3,1,0,sales,medium,0
E22286,0.55,0.97,4,222,4,0,0,sales,medium,0
E22287,0.9,0.53,3,270,3,0,0,sales,medium,0
E22288,0.75,0.71,4,205,3,0,0,sales,medium,0
E22289,0.9,0.63,4,134,3,1,0,sales,medium,0
E22290,0.14,0.54,5,275,4,1,0,sales,high,0
E22291,0.86,0.57,4,183,3,0,0,sales,low,0
E22292,0.56,0.84,4,143,4,0,0,sales,medium,0
E22293,0.54,0.63,5,259,2,0,0,sales,medium,0
E22294,0.36,0.8,5,186,4,0,0,accounting,medium,0
E22295,0.82,0.59,3,155,3,0,0,accounting,medium,0
E22296,0.49,0.42,2,266,3,0,0,accounting,low,0
E22297,0.77,0.97,3,215,2,0,0,hr,low,0
E22298,0.64,0.83,4,179,3,0,0,hr,low,0
E22299,0.93,0.53,3,217,3,0,0,hr,low,0
E22300,0.96,0.94,5,235,3,0,0,hr,low,0
E22301,0.6,0.97,3,164,2,0,0,technical,low,0
E22302,0.58,0.55,3,178,5,0,0,technical,low,0
E22303,0.52,0.49,5,170,3,0,0,technical,low,0
E22304,0.74,0.79,5,241,3,0,0,technical,low,0
E22305,0.64,0.99,4,222,2,0,0,technical,low,0
E22306,0.93,0.59,3,233,3,0,0,technical,low,0
E22307,0.76,0.49,5,243,3,0,0,technical,low,0
E22308,0.5,0.54,4,175,2,0,0,technical,low,0
E22309,0.79,0.55,4,266,3,0,0,technical,low,0
E22310,0.97,0.95,5,201,2,0,0,technical,low,0
E22311,0.6,0.49,5,259,4,0,0,technical,low,0
E22312,0.84,0.73,5,105,5,0,0,support,low,0
E22313,0.75,0.99,5,189,3,0,0,support,low,0
E22314,0.24,0.91,4,232,2,0,0,support,low,0
E22315,0.24,0.91,5,258,6,0,0,support,low,0
E22316,0.51,0.58,5,173,3,0,0,support,low,0
E22317,0.5,0.88,4,147,3,0,0,support,medium,0
E22318,0.66,0.36,3,256,6,0,0,support,medium,0
E22319,0.97,0.77,3,206,4,0,0,support,medium,0
E22320,0.61,0.5,4,175,3,0,0,support,medium,0
E22321,0.77,0.49,4,274,2,1,0,support,medium,0
E22322,0.74,0.64,3,229,3,0,0,support,medium,0
E22323,0.92,0.98,4,161,3,0,0,technical,medium,0
E22324,0.78,0.99,2,188,2,0,0,technical,medium,0
E22325,0.56,0.57,3,205,3,0,0,technical,medium,0
E22326,0.82,0.63,3,246,3,0,0,management,medium,0
E22327,0.26,0.98,5,161,5,0,0,IT,medium,0
E22328,0.69,0.85,5,246,3,0,0,IT,medium,0
E22329,0.78,0.83,4,158,3,0,0,IT,high,0
E22330,0.67,0.86,3,175,3,0,0,IT,low,0
E22331,0.77,0.91,5,268,3,1,0,IT,medium,0
E22332,0.8,0.63,4,211,2,0,0,product_mng,medium,0
E22333,0.51,0.51,3,274,2,0,0,product_mng,medium,0
E22334,0.77,0.52,4,241,3,0,0,product_mng,medium,0
E22335,0.65,0.71,3,170,2,0,0,product_mng,low,0
E22336,0.58,0.53,3,287,5,0,0,IT,low,0
E22337,0.67,0.39,2,235,6,0,0,RandD,low,0
E22338,0.33,0.39,3,98,3,1,0,RandD,low,0
E22339,0.78,0.66,6,105,5,1,0,RandD,low,0
E22340,0.58,0.83,3,226,3,0,0,RandD,low,0
E22341,0.63,0.59,4,171,4,0,0,RandD,low,0
E22342,0.63,0.51,4,153,4,0,0,RandD,low,0
E22343,0.59,0.55,3,183,4,0,0,marketing,low,0
E22344,0.6,0.9,5,139,3,0,0,sales,low,0
E22345,0.93,0.9,5,210,3,0,0,accounting,low,0
E22346,0.78,0.77,2,177,4,0,0,support,low,0
E22347,0.65,0.6,3,148,2,0,0,technical,low,0
E22348,1,0.61,4,198,2,0,0,management,low,0
E22349,0.96,1,3,137,4,1,0,marketing,low,0
E22350,0.54,0.97,5,233,3,1,0,marketing,low,0
E22351,0.98,0.69,2,204,4,0,0,marketing,low,0
E22352,0.34,0.59,2,164,2,0,0,sales,low,0
E22353,0.71,0.53,5,162,2,0,0,sales,low,0
E22354,0.64,0.64,3,180,2,1,0,sales,low,0
E22355,0.71,0.93,2,199,2,0,0,sales,low,0
E22356,0.58,0.63,4,190,2,0,0,sales,medium,0
E22357,0.87,0.96,4,151,3,1,0,sales,medium,0
E22358,0.58,0.85,4,162,3,0,0,sales,medium,0
E22359,0.87,0.67,3,139,2,0,0,sales,medium,0
E22360,0.72,0.86,3,231,3,1,0,sales,medium,0
E22361,0.67,0.83,5,269,2,0,0,sales,medium,0
E22362,0.53,0.97,4,249,3,0,0,sales,medium,0
E22363,0.78,0.61,3,148,2,0,0,sales,medium,0
E22364,0.19,0.63,4,233,5,0,0,sales,medium,0
E22365,1,0.88,4,240,4,0,0,sales,medium,0
E22366,0.75,0.75,5,229,2,1,0,sales,medium,0
E22367,0.29,0.66,3,256,2,1,0,sales,medium,0
E22368,0.37,0.7,2,188,2,0,0,sales,high,0
E22369,0.78,0.5,3,167,2,0,0,sales,low,0
E22370,0.24,0.64,5,190,4,0,0,sales,medium,0
E22371,0.49,0.7,4,168,3,0,0,accounting,medium,0
E22372,0.18,0.64,6,154,5,0,0,accounting,medium,0
E22373,0.76,0.85,4,135,3,0,0,accounting,medium,0
E22374,0.5,0.97,4,217,3,0,0,hr,low,0
E22375,0.82,0.94,3,253,2,0,0,hr,low,0
E22376,0.97,0.94,3,180,3,0,0,hr,low,0
E22377,0.72,0.9,4,225,2,0,0,hr,low,0
E22378,0.98,0.64,4,134,3,1,0,technical,low,0
E22379,0.76,0.73,3,192,2,0,0,technical,low,0
E22380,0.72,0.88,3,224,3,0,0,technical,low,0
E22381,0.96,0.91,3,260,5,0,0,technical,low,0
E22382,0.62,0.78,3,178,3,1,0,technical,low,0
E22383,0.25,0.98,4,166,5,1,0,technical,low,0
E22384,0.82,0.56,5,180,3,0,0,technical,low,0
E22385,0.59,0.9,3,189,2,0,0,technical,low,0
E22386,0.94,0.73,3,154,3,0,0,technical,low,0
E22387,0.72,0.88,3,236,3,0,0,technical,low,0
E22388,0.53,0.78,5,198,3,0,0,technical,low,0
E22389,0.67,0.83,3,148,3,0,0,support,low,0
E22390,0.99,0.52,4,205,2,0,0,support,low,0
E22391,0.64,0.53,4,133,3,0,0,support,low,0
E22392,0.61,0.57,4,160,3,1,0,support,low,0
E22393,0.89,0.85,4,201,2,1,0,support,low,0
E22394,0.61,0.7,5,157,4,0,0,support,low,0
E22395,0.9,0.74,3,260,2,0,0,support,medium,0
E22396,0.96,0.51,5,152,3,0,0,support,medium,0
E22397,0.62,0.55,4,218,3,0,0,support,medium,0
E22398,0.89,0.57,3,252,2,0,0,support,medium,0
E22399,0.52,0.67,4,216,3,0,0,support,medium,0
E22400,0.66,0.99,3,183,2,0,0,technical,medium,0
E22401,0.96,0.6,5,269,2,0,0,technical,medium,0
E22402,0.95,0.89,5,132,4,0,0,technical,medium,0
E22403,0.75,0.98,4,170,4,0,0,management,medium,0
E22404,0.39,0.87,5,257,5,1,0,IT,medium,0
E22405,0.93,0.69,3,138,2,0,0,IT,medium,0
E22406,0.44,0.54,3,115,3,0,0,IT,medium,0
E22407,0.9,0.67,3,165,2,0,0,IT,high,0
E22408,0.75,0.81,3,214,3,0,0,IT,low,0
E22409,0.45,0.75,2,246,2,0,0,product_mng,medium,0
E22410,0.42,0.6,2,188,3,0,0,product_mng,medium,0
E22411,0.99,0.82,3,255,2,0,0,product_mng,medium,0
E22412,0.89,0.91,4,190,2,0,0,product_mng,medium,0
E22413,0.96,0.9,4,164,4,0,0,IT,low,0
E22414,0.5,0.46,3,165,3,0,0,RandD,low,0
E22415,0.59,0.59,3,141,3,0,0,RandD,low,0
E22416,0.57,0.69,3,154,2,0,0,RandD,low,0
E22417,1,0.87,3,165,2,0,0,RandD,low,0
E22418,0.6,0.59,5,266,2,0,0,RandD,low,0
E22419,0.21,0.85,6,235,6,0,0,RandD,low,0
E22420,0.63,0.83,4,159,2,0,0,marketing,low,0
E22421,0.8,0.82,3,218,3,0,0,sales,low,0
E22422,0.51,0.96,3,149,4,0,0,accounting,low,0
E22423,0.89,0.96,5,239,3,0,0,support,low,0
E22424,0.83,0.58,4,225,3,0,0,technical,low,0
E22425,0.77,0.74,6,247,3,0,0,management,low,0
E22426,0.79,0.99,4,183,2,0,0,marketing,low,0
E22427,0.63,0.85,5,214,2,0,0,marketing,low,0
E22428,0.68,0.48,5,113,2,0,0,marketing,low,0
E22429,0.74,0.69,4,244,2,0,0,sales,low,0
E22430,0.49,0.67,6,286,4,0,0,sales,low,0
E22431,0.46,0.55,3,139,2,0,0,sales,medium,0
E22432,0.9,0.91,5,176,3,0,0,sales,medium,0
E22433,0.7,0.67,5,136,3,0,0,sales,medium,0
E22434,0.84,0.71,4,222,2,0,0,sales,medium,0
E22435,0.89,0.77,4,269,4,0,0,sales,medium,0
E22436,0.59,0.87,4,183,2,0,0,sales,medium,0
E22437,0.57,0.72,3,206,3,0,0,sales,medium,0
E22438,0.53,0.49,3,158,3,0,0,sales,medium,0
E22439,0.83,0.89,4,136,3,0,0,sales,medium,0
E22440,0.51,0.66,4,182,2,0,0,sales,medium,0
E22441,0.78,0.61,4,268,3,0,0,sales,medium,0
E22442,0.52,0.69,3,144,3,0,0,sales,medium,0
E22443,0.42,0.5,5,286,4,0,0,sales,high,0
E22444,0.61,0.38,2,268,3,0,0,sales,low,0
E22445,0.85,1,3,255,3,0,0,sales,medium,0
E22446,0.17,0.85,6,245,5,0,0,sales,medium,0
E22447,0.79,0.52,3,134,2,1,0,sales,medium,0
E22448,0.56,0.98,3,251,3,1,0,accounting,medium,0
E22449,0.5,0.73,5,165,2,0,0,accounting,low,0
E22450,0.51,0.53,3,223,2,1,0,accounting,low,0
E22451,0.77,0.67,4,225,4,0,0,hr,low,0
E22452,0.84,0.9,3,196,3,1,0,hr,low,0
E22453,0.21,0.49,3,253,3,0,0,hr,low,0
E22454,0.65,0.57,5,222,3,0,0,hr,low,0
E22455,0.95,0.87,4,135,3,0,0,technical,low,0
E22456,0.8,0.75,4,217,2,0,0,technical,low,0
E22457,0.77,0.85,5,192,2,0,0,technical,low,0
E22458,0.57,0.7,3,172,3,0,0,technical,low,0
E22459,0.92,0.55,4,183,3,0,0,technical,low,0
E22460,1,0.71,5,186,2,0,0,technical,low,0
E22461,0.85,0.67,4,163,3,0,0,technical,low,0
E22462,0.57,0.8,4,262,3,0,0,technical,low,0
E22463,0.66,0.68,3,202,3,0,0,technical,low,0
E22464,0.85,0.8,4,248,3,0,0,technical,low,0
E22465,0.99,0.5,5,214,2,0,0,technical,low,0
E22466,0.91,0.82,4,260,4,0,0,support,low,0
E22467,0.96,0.97,4,260,3,0,0,support,low,0
E22468,0.49,0.52,4,251,2,0,0,support,low,0
E22469,0.39,0.85,5,179,5,0,0,support,low,0
E22470,0.87,0.74,4,178,2,1,0,support,medium,0
E22471,0.19,0.85,6,210,4,0,0,support,medium,0
E22472,0.9,0.83,3,273,4,0,0,support,medium,0
E22473,0.5,0.5,5,166,2,0,0,support,medium,0
E22474,0.7,0.9,5,246,2,0,0,support,medium,0
E22475,0.52,0.55,5,192,3,0,0,support,medium,0
E22476,0.71,0.69,3,274,3,0,0,support,medium,0
E22477,0.4,0.41,3,232,3,0,0,technical,medium,0
E22478,0.96,0.53,3,158,4,0,0,technical,medium,0
E22479,0.86,0.92,5,137,3,0,0,technical,medium,0
E22480,0.68,0.85,3,209,2,0,0,management,medium,0
E22481,0.56,0.64,3,206,2,0,0,IT,medium,0
E22482,0.65,0.56,3,230,2,0,0,IT,high,0
E22483,0.98,0.61,5,239,3,0,0,IT,low,0
E22484,0.18,0.51,5,159,6,0,0,IT,medium,0
E22485,0.66,0.65,4,244,2,0,0,IT,medium,0
E22486,0.14,0.51,5,259,5,0,0,product_mng,medium,0
E22487,0.94,0.8,5,245,3,1,0,product_mng,medium,0
E22488,0.56,1,3,141,2,1,0,product_mng,low,0
E22489,0.56,0.8,5,202,4,0,0,product_mng,low,0
E22490,0.59,0.89,5,143,3,1,0,IT,low,0
E22491,0.63,0.62,4,286,5,1,0,RandD,low,0
E22492,0.97,0.88,5,173,3,0,0,RandD,low,0
E22493,0.76,0.7,5,195,3,0,0,RandD,low,0
E22494,0.85,0.58,4,167,4,0,0,RandD,low,0
E22495,0.23,0.73,5,197,4,1,0,RandD,low,0
E22496,0.68,0.62,3,255,5,0,0,RandD,low,0
E22497,0.71,0.73,3,274,3,0,0,marketing,low,0
E22498,0.5,0.59,3,192,2,0,0,sales,low,0
E22499,0.61,0.7,3,225,3,0,0,accounting,low,0
E22500,0.99,0.65,3,209,2,1,0,support,low,0
E22501,0.97,0.86,5,222,3,0,0,technical,low,0
E22502,0.82,0.71,5,208,2,0,0,management,low,0
E22503,0.72,0.68,5,162,5,0,0,marketing,low,0
E22504,0.53,0.74,3,135,2,0,0,marketing,low,0
E22505,0.55,0.87,4,200,3,0,0,marketing,low,0
E22506,0.52,0.53,4,159,4,0,0,sales,low,0
E22507,0.8,0.81,5,156,2,0,0,sales,low,0
E22508,0.51,0.95,4,169,3,1,0,sales,low,0
E22509,0.66,0.65,4,154,3,0,0,sales,medium,0
E22510,0.56,0.43,2,169,3,0,0,sales,medium,0
E22511,0.5,0.84,3,233,3,1,0,sales,medium,0
E22512,0.94,0.78,3,218,2,1,0,sales,medium,0
E22513,0.42,0.8,4,279,6,0,0,sales,medium,0
E22514,0.6,0.61,3,195,3,0,0,sales,medium,0
E22515,0.55,0.71,4,223,3,0,0,sales,medium,0
E22516,0.76,0.72,3,275,4,1,0,sales,medium,0
E22517,0.84,0.74,3,234,3,1,0,sales,medium,0
E22518,0.33,0.62,4,113,6,0,0,sales,medium,0
E22519,0.61,0.95,3,133,5,0,0,sales,medium,0
E22520,0.91,0.93,5,158,4,0,0,sales,medium,0
E22521,0.73,0.74,4,214,3,0,0,sales,high,0
E22522,0.87,0.67,4,272,4,0,0,sales,low,0
E22523,0.38,0.42,2,127,4,0,0,sales,medium,0
E22524,0.8,0.51,4,141,3,1,0,sales,medium,0
E22525,0.69,0.8,5,263,3,1,0,accounting,medium,0
E22526,0.99,0.92,5,174,5,0,0,accounting,medium,0
E22527,0.92,0.76,5,246,2,1,0,accounting,low,0
E22528,0.6,0.88,3,201,2,0,0,hr,low,0
E22529,0.89,0.93,3,181,3,0,0,hr,low,0
E22530,0.91,0.93,3,238,2,0,0,hr,low,0
E22531,0.35,0.52,3,167,2,0,0,hr,low,0
E22532,0.88,0.68,5,224,2,0,0,technical,low,0
E22533,0.66,0.69,3,182,3,1,0,technical,low,0
E22534,0.21,0.55,4,189,2,0,0,technical,low,0
E22535,0.78,0.64,3,169,2,1,0,technical,medium,0
E22536,0.21,0.96,4,287,5,0,0,technical,medium,0
E22537,0.64,0.94,3,150,2,0,0,technical,medium,0
E22538,0.68,0.95,4,146,2,0,0,technical,medium,0
E22539,0.99,0.87,4,162,4,0,0,technical,medium,0
E22540,0.85,0.55,4,158,5,0,0,technical,medium,0
E22541,0.86,0.51,3,185,2,0,0,technical,medium,0
E22542,0.89,0.98,3,214,3,0,0,technical,medium,0
E22543,0.49,0.85,4,200,3,0,0,support,medium,0
E22544,0.76,0.97,4,219,2,0,0,support,medium,0
E22545,0.79,0.87,3,218,3,0,0,support,medium,0
E22546,0.89,0.64,4,237,2,0,0,support,medium,0
E22547,0.34,0.51,3,105,3,0,0,support,medium,0
E22548,0.81,0.92,3,251,3,1,0,support,medium,0
E22549,0.96,0.7,3,227,2,0,0,support,medium,0
E22550,0.7,0.87,3,158,2,0,0,support,medium,0
E22551,0.92,0.61,4,252,2,0,0,support,medium,0
E22552,0.5,0.76,4,198,3,0,0,support,medium,0
E22553,0.75,0.72,2,192,3,0,0,support,medium,0
E22554,0.42,0.38,2,139,4,0,0,technical,medium,0
E22555,0.29,0.4,6,205,3,0,0,technical,medium,0
E22556,0.91,0.48,3,224,3,0,0,technical,medium,0
E22557,0.55,0.97,4,267,4,0,0,management,medium,0
E22558,0.57,0.81,4,200,3,1,0,IT,medium,0
E22559,0.27,0.48,3,97,6,0,0,IT,medium,0
E22560,0.7,0.43,6,253,3,0,0,IT,high,0
E22561,0.63,0.68,4,191,2,0,0,IT,high,0
E22562,0.97,0.63,5,199,2,1,0,IT,high,0
E22563,0.28,0.52,3,127,4,0,0,product_mng,high,0
E22564,0.7,0.6,3,187,2,0,0,product_mng,high,0
E22565,0.83,0.51,4,215,3,0,0,product_mng,high,0
E22566,0.22,0.76,4,176,6,1,0,product_mng,high,0
E22567,0.55,0.47,3,194,2,0,0,IT,high,0
E22568,0.33,0.77,3,216,3,0,0,RandD,high,0
E22569,0.5,0.78,4,185,3,0,0,RandD,high,0
E22570,0.93,0.88,5,140,3,0,0,RandD,high,0
E22571,0.77,0.66,3,260,4,0,0,RandD,high,0
E22572,0.93,0.97,5,137,4,0,0,RandD,low,0
E22573,0.72,1,4,151,2,0,0,RandD,low,0
E22574,0.78,0.53,3,152,2,0,0,marketing,low,0
E22575,0.55,0.75,4,166,2,0,0,sales,low,0
E22576,0.39,0.86,3,261,2,0,0,accounting,low,0
E22577,0.67,0.78,3,235,3,0,0,support,low,0
E22578,0.61,0.89,3,201,2,0,0,technical,low,0
E22579,0.6,0.69,6,250,5,1,0,management,low,0
E22580,0.48,0.64,4,146,2,0,0,marketing,low,0
E22581,0.75,0.84,4,195,3,0,0,marketing,low,0
E22582,0.87,0.58,4,259,3,0,0,marketing,low,0
E22583,0.51,0.54,4,166,4,1,0,sales,low,0
E22584,0.63,0.9,4,188,4,1,0,sales,low,0
E22585,0.6,0.57,3,203,2,0,0,sales,low,0
E22586,0.7,0.99,3,167,3,0,0,sales,low,0
E22587,0.5,0.99,2,258,3,1,0,sales,medium,0
E22588,0.59,0.51,2,126,3,0,0,sales,medium,0
E22589,0.52,0.39,6,246,4,0,0,sales,medium,0
E22590,0.55,0.49,3,205,3,0,0,sales,medium,0
E22591,0.81,0.62,5,201,3,1,0,sales,medium,0
E22592,0.94,0.98,4,197,3,0,0,sales,medium,0
E22593,0.98,0.61,3,272,3,0,0,sales,medium,0
E22594,0.83,0.84,4,206,2,0,0,sales,medium,0
E22595,0.93,0.62,3,184,3,0,0,sales,medium,0
E22596,0.99,0.54,3,199,2,0,0,sales,medium,0
E22597,0.55,0.57,4,220,3,0,0,sales,medium,0
E22598,0.96,0.83,3,233,3,0,0,sales,medium,0
E22599,0.28,0.77,3,221,3,0,0,sales,high,0
E22600,0.97,0.6,6,168,5,1,0,sales,high,0
E22601,0.8,0.78,3,251,3,0,0,sales,high,0
E22602,0.75,0.55,2,188,3,0,0,accounting,high,0
E22603,0.89,0.88,3,203,3,0,0,accounting,high,0
E22604,0.6,0.76,5,168,2,1,0,accounting,high,0
E22605,0.73,0.98,3,227,2,1,0,hr,high,0
E22606,0.88,0.75,4,159,2,0,0,hr,high,0
E22607,0.5,0.7,3,159,3,0,0,hr,low,0
E22608,0.53,0.78,5,275,5,0,0,hr,low,0
E22609,0.95,0.43,6,283,2,0,0,technical,low,0
E22610,0.94,0.53,5,169,3,0,0,technical,low,0
E22611,0.49,0.8,3,227,4,1,0,technical,low,0
E22612,0.59,0.57,3,147,4,0,0,technical,low,0
E22613,0.51,0.91,3,227,2,0,0,technical,low,0
E22614,0.66,0.66,4,166,3,0,0,technical,low,0
E22615,0.76,0.94,4,168,6,0,0,technical,medium,0
E22616,0.12,0.59,3,229,6,0,0,technical,medium,0
E22617,0.84,0.65,3,134,3,0,0,technical,medium,0
E22618,0.94,0.81,3,196,3,0,0,technical,medium,0
